"","x","y","ymin","ymax","se"
"1",27,56.6614012089763,-167.941827040628,281.264629458581,94.9970394885675
"2",27.3946488294314,54.5175631705482,-163.709236905969,272.744363247065,92.3000978476323
"3",27.7892976588629,52.4900957363513,-159.611757163254,264.591948635957,89.7095213302554
"4",28.1839464882943,50.5643589261685,-155.672520291079,256.801238143416,87.2289018803729
"5",28.5785953177258,48.7257127597829,-151.91408149997,249.365507019536,84.861587283554
"6",28.9732441471572,46.9595172569773,-148.358231983179,242.277266497134,82.6106021805051
"7",29.3678929765886,45.2511324375348,-145.025832368633,235.528097243703,80.4785776247546
"8",29.7625418060201,43.5859183212381,-141.936676866966,229.108513509442,78.4676936233944
"9",30.1571906354515,41.9529513763895,-139.105551934022,223.011454686801,76.5795840191818
"10",30.5518394648829,40.3773999073485,-136.509207694956,217.264007509653,74.8150602213104
"11",30.9464882943144,38.8679663582557,-134.141456539405,211.877389255916,73.1751858910881
"12",31.3411371237458,37.42582644395,-132.003145471524,206.854798359424,71.6608165474576
"13",31.7357859531773,36.0521558792703,-130.094138268645,202.198450027186,70.272391848742
"14",32.1304347826087,34.7481303790555,-128.413181288784,197.909442046895,69.0098788352723
"15",32.5250836120401,33.5149256581445,-126.957783391675,193.987634707964,67.8727211413977
"16",32.9197324414716,32.3537174313762,-125.724116729185,190.431551591938,66.8597970343042
"17",33.314381270903,31.2656814135895,-124.706944768259,187.238307595438,65.9693889709651
"18",33.7090301003344,30.2519933196232,-123.899582926425,184.403569565671,65.1991669487348
"19",34.1036789297659,29.3138288643163,-123.29389565407,181.921553382703,64.5461872712826
"20",34.4983277591973,28.4523637625077,-122.88033179977,179.785059324786,64.0069075065326
"21",34.8929765886288,27.6687737290362,-122.647997829944,177.985545288016,63.5772174552774
"22",35.2876254180602,26.9642344787408,-122.58476617674,176.513235134222,63.2524849774483
"23",35.6822742474916,26.3399217264602,-122.67741390557,175.357257358491,63.0276146422309
"24",36.0769230769231,25.7970111870336,-122.911785244973,174.50580761904,62.8971164708694
"25",36.4715719063545,25.3366785752996,-123.272970461395,173.946327611994,62.8551815926353
"26",36.866220735786,24.9600996060973,-123.745493159382,173.665692371576,62.8957614643631
"27",37.2608695652174,24.6684499942655,-124.313498323364,173.650398311894,63.0126474036485
"28",37.6555183946488,24.462905454643,-124.960934194217,173.886745103503,63.1995475144337
"29",38.0501672240803,24.3446417020689,-125.67172224418,174.361005648318,63.4501585787347
"30",38.4448160535117,24.3148344513819,-126.42991090821,175.059579810974,63.7582310780717
"31",38.8394648829431,24.3746594174211,-127.219810185349,175.969129020191,64.1176261237826
"32",39.2341137123746,24.5252923150252,-128.026105603991,177.076690234042,64.5223636591896
"33",39.628762541806,24.7679088590332,-128.833951252015,178.369768970081,64.9666618071519
"34",40.0234113712375,25.1036847642839,-129.629042549708,179.836412078275,65.4449676497331
"35",40.4180602006689,25.5337957456163,-130.397670169991,181.465261661223,65.9519800340235
"36",40.8127090301003,26.0594175178692,-131.126756995224,183.245592030962,66.4826652032034
"37",41.2073578595318,26.6728443783124,-131.811647709564,185.157336466189,67.0317950037037
"38",41.6020066889632,27.3274610083086,-132.482294544893,187.13721656151,67.5923217010683
"39",41.9966555183946,28.0182490120362,-133.132932096586,189.169430120658,68.1596842338886
"40",42.3913043478261,28.7474766134762,-133.752274141497,191.247227368449,68.7300683950864
"41",42.7859531772575,29.5174120366097,-134.329844571678,193.364668644897,69.3000026197901
"42",43.180602006689,30.3303235054176,-134.855921039594,195.516568050429,69.8663341497996
"43",43.5752508361204,31.188479243881,-135.321478664677,197.698437152439,70.4262052239975
"44",43.9698996655518,32.0941474759808,-135.71813489898,199.906429850941,70.9770297590049
"45",44.3645484949833,33.049596425698,-136.038096349887,202.137289201283,71.5164708575877
"46",44.7591973244147,34.0570943170137,-136.274108113225,204.388296747253,72.0424193788455
"47",45.1538461538462,35.1189093739088,-136.419405974966,206.657224722783,72.5529737216858
"48",45.5484949832776,36.2373098203644,-136.467671687498,208.942291328226,73.0464209087055
"49",45.943143812709,37.4145638803614,-136.412991410466,211.242119171189,73.5212190085384
"50",46.3377926421405,38.6529397778809,-136.249817320022,213.555696875784,73.9759808982979
"51",46.7324414715719,39.9547057369038,-135.972932328356,215.882343802164,74.4094593415326
"52",47.1270903010033,41.3221299814113,-135.577417812649,218.221677775471,74.8205333390244
"53",47.5217391304348,42.7574807353841,-135.058624224776,220.573585695544,75.208195698021
"54",47.9163879598662,44.2630262228034,-134.412144436955,222.938196882562,75.5715417586456
"55",48.3110367892977,45.8410346676502,-133.633789671039,225.315859006339,75.9097592130719
"56",48.7056856187291,47.4937742939055,-132.719567858199,227.70711644601,76.2221189526484
"57",49.1003344481605,49.2235133255502,-131.665664279556,230.112690930656,76.5079668797548
"58",49.494983277592,51.0325199865654,-130.468424345414,232.533464318545,76.7667166241974
"59",49.8896321070234,52.9230625009321,-129.124338380279,234.970463382143,76.997843107956
"60",50.2842809364548,54.8974090926312,-127.630028291843,237.424846477106,77.2008769067657
"61",50.6789297658863,56.9578279856439,-125.982236014137,239.897891985425,77.3753993620919
"62",51.0735785953177,59.106587403951,-124.17781362765,242.390988435553,77.521038402386
"63",51.4682274247492,61.3459555715336,-122.213715072106,244.905626215173,77.6374650379629
"64",51.8628762541806,63.6782007123728,-120.0869893806,247.443390805345,77.724390499347
"65",52.257525083612,66.1055910504493,-117.794775376877,250.005957477776,77.7815639944592
"66",52.6521739130435,68.6303948097445,-115.334297790562,252.595087410051,77.8087710655347
