"","x","y","ymin","ymax","se"
"1",27.05575,0.385758970614003,-93.3708201546352,94.1423380958632,42.6994204826071
"2",27.4493996655518,0.355189922217352,-91.3301175682924,92.0404974127271,41.7561042983926
"3",27.8430493311037,0.326028317575932,-89.3487632486579,90.0008198838098,40.8404579977426
"4",28.2366989966555,0.297855363133302,-87.4316125524742,88.0273232787409,39.9545021180823
"5",28.6303486622074,0.270252265333024,-85.5826963758198,86.1232009064859,39.0998817139332
"6",29.0239983277592,0.24280023061866,-83.8051434240537,84.290743885291,38.2778309564288
"7",29.417647993311,0.215080465433771,-82.1011193652257,82.5312802960933,37.4891454220419
"8",29.8112976588629,0.186674176221917,-80.4717877970797,80.8451361495235,36.7341643158445
"9",30.2049473244147,0.157216416943083,-78.9170433144498,79.2314761483359,36.0126734264811
"10",30.5985969899666,0.127491442334428,-77.4310824033375,77.6860652880063,35.3223868401126
"11",30.9922466555184,0.0979110145883344,-76.0110595751976,76.2068816043742,34.6621961683376
"12",31.3858963210702,0.0685018520752311,-74.6561024086643,74.7931061128148,34.0317162538886
"13",31.7795459866221,0.0392906731655474,-73.3652780899931,73.4438594363242,33.4305344350866
"14",32.1731956521739,0.0103041962297124,-72.1375908386229,72.1581992310823,32.858209373368
"15",32.5668453177258,-0.018430860361844,-70.9719798457802,70.9351181250565,32.3142701144664
"16",32.9604949832776,-0.0468877782386936,-69.8673178025666,69.7735422460892,31.7982154180617
"17",33.3541446488294,-0.0750398390304067,-68.822410086676,68.6723304086152,31.309513387388
"18",33.7477943143813,-0.102860324366554,-67.8359946666924,67.6302740179593,30.8476014256477
"19",34.1414439799331,-0.130322515876706,-66.9067427699658,66.6460977382124,30.4118865401816
"20",34.535093645485,-0.157399695190435,-66.0332603446746,65.7184609542937,30.0017460083336
"21",34.9287433110368,-0.18406514393731,-65.2140903293186,64.845960041444,29.6165284110428
"22",35.3223929765886,-0.210292143746903,-64.4477157241677,64.0271314366739,29.2555550316687
"23",35.7160426421405,-0.236053976248784,-63.7325634398359,63.2604554873384,28.9181216087415
"24",36.1096923076923,-0.261323923072524,-63.067008878959,62.544361032814,28.6035004225889
"25",36.5033419732441,-0.286075265847694,-62.4493811887334,61.877230657038,28.310942687492
"26",36.896991638796,-0.310281286203865,-61.8779691056174,61.2574065332096,28.0396812135293
"27",37.2906413043478,-0.333915265770608,-61.351027299492,60.6831967679508,27.7889332958883
"28",37.6842909698997,-0.356950486177492,-60.8667831136082,60.1528821412532,27.5579037844293
"29",38.0779406354515,-0.379360229054089,-60.423443589103,59.6647231309949,27.3457882828511
"30",38.4715903010033,-0.401117776029971,-60.0192026589786,59.2169671069187,27.1517764250341
"31",38.8652399665552,-0.422196408734707,-59.6522483962139,58.8078555787445,26.9750551760368
"32",39.258889632107,-0.442569408797868,-59.3207702039692,58.4356313863735,26.8148121067201
"33",39.6525392976589,-0.462210057849026,-59.0229658423082,58.0985457266102,26.6702385939174
"34",40.0461889632107,-0.481091637517751,-58.7570481950452,57.7948649200097,26.5405329022493
"35",40.4398386287625,-0.499187429433614,-58.5212516916728,57.5228768328056,26.4249031088529
"36",40.8334882943144,-0.516470715226185,-58.3138383122228,57.2808968817705,26.3225698381667
"37",41.2271379598662,-0.532914776525036,-58.1331031167471,57.067273563697,26.2327687802141
"38",41.6207876254181,-0.548492894959737,-57.9773792552837,56.8803934653642,26.1547529722845
"39",42.0144372909699,-0.563178352159858,-57.8450424281489,56.7186857238292,26.0877948302778
"40",42.4080869565217,-0.576944429754972,-57.7345147797185,56.5806259202086,26.0311879220434
"41",42.8017366220736,-0.589764409374648,-57.6442682211507,56.4647394024014,25.9842484806429
"42",43.1953862876254,-0.601611572648458,-57.5728271884937,56.3696040431968,25.9463166604713
"43",43.5890359531773,-0.612459201205972,-57.5187708521268,56.2938524497149,25.9167575434989
"44",43.9826856187291,-0.62228057667676,-57.4807348014173,56.2361736480638,25.8949619065127
"45",44.3763352842809,-0.631048980690395,-57.4574122348252,56.1953142734444,25.8803467631235
"46",44.7699849498328,-0.638737694876446,-57.4475546904987,56.1700793007458,25.8723556965006
"47",45.1636346153846,-0.645320000864485,-57.4499723557791,56.1593323540501,25.8704590003286
"48",45.5572842809365,-0.650769180284081,-57.4635339961072,56.1619956355391,25.8741536464293
"49",45.9509339464883,-0.655058514764807,-57.4871665447527,56.1770495152231,25.8829630979132
"50",46.3445836120401,-0.658161285936232,-57.5198543947418,56.2035318228693,25.896436986703
"51",46.738233277592,-0.660050775427928,-57.5606384335057,56.2405368826498,25.9141506738848
"52",47.1318829431438,-0.660700264869465,-57.6086148592759,56.2872143295369,25.9357047106607
"53",47.5255326086957,-0.660083035890414,-57.6629338162694,56.3427677444886,25.9607242167737
"54",47.9191822742475,-0.658172370120346,-57.722797883368,56.4064531431273,25.9888581922085
"55",48.3128319397993,-0.654941549188832,-57.7874604484283,56.4775773500507,26.0197787768064
"56",48.7064816053512,-0.65131008330657,-57.8460111806773,56.5433910140642,26.0480983235444
"57",49.100131270903,-0.648171653211938,-57.887717400216,56.5913740937921,26.0685218561536
"58",49.4937809364548,-0.64543510391921,-57.9125802940796,56.6217100862411,26.0810914298242
"59",49.8874306020067,-0.643009261295424,-57.9208067968981,56.6347882743072,26.0859428117902
"60",50.2810802675585,-0.640802951207614,-57.9127872048779,56.6311813024627,26.0832952773779
"61",50.6747299331104,-0.638724999522815,-57.8890746268092,56.6116246277636,26.0734422514082
"62",51.0683795986622,-0.636684232108065,-57.8503658889385,56.5769974247224,26.0567426117312
