3219.88976051,838.065888009,0.0
3207.65384225,817.543155120,0.0
3196.27043090,796.505944230,0.0
3180.44396950,778.861776834,0.0
3165.34620016,760.675061913,0.0
3147.64290767,744.621061876,0.0
3139.58537484,723.435385631,0.0
3126.33562825,703.596095469,0.0
3116.69210076,681.763301400,0.0
3104.34880207,661.306143487,0.0
3096.38997145,638.818512176,0.0
3093.43023670,615.237924270,0.0
3090.27202977,591.528227012,0.0
3083.89190419,568.778077507,0.0
3077.29799225,545.893510374,0.0
3074.55980582,522.294239226,0.0
3070.65572256,498.749983001,0.0
3067.06083742,475.131595740,0.0
3062.93192456,451.621709452,0.0
3061.37588482,427.753604568,0.0
3063.12728947,403.947325269,0.0
3067.72077134,380.503988458,0.0
3075.16337479,357.797528498,0.0
3082.56954680,335.128308083,0.0
3087.89752118,311.818662285,0.0
3088.97983422,288.205796682,0.0
3093.24540171,264.670546329,0.0
3098.39975409,241.331945223,0.0
3100.84367330,217.600614155,0.0
3098.88794045,193.867964745,0.0
3094.23682068,170.430168312,0.0
3084.43226904,148.830624622,0.0
3088.01576775,127.557353518,0.0
3082.50966778,107.930535784,0.0
3076.22225129,85.3669543234,0.0
3070.26876312,62.2256669249,0.0
3067.33083354,38.5221990452,0.0
3062.64440567,15.1193651082,0.0
3056.52445647,-7.97316055593,0.0
3048.62907510,-30.1114761235,0.0
3035.12037654,-49.3759149615,0.0
3024.96670555,-71.0330883238,0.0
3018.01388974,-93.8771186148,0.0
3010.50884359,-116.365274767,0.0
2999.83608545,-137.771748513,0.0
2987.50364552,-158.242255753,0.0
2975.50258737,-178.925801204,0.0
2962.82785644,-199.180214938,0.0
2947.21903040,-217.259935105,0.0
2932.08607570,-235.783834166,0.0
2915.77716611,-253.032548829,0.0
2897.03292292,-267.817839857,0.0
2877.65352523,-281.658280501,0.0
2854.07649160,-285.562424594,0.0
2848.27525435,-303.362759009,0.0
2831.50625926,-319.487251322,0.0
2813.44925235,-334.818758961,0.0
2793.03548259,-347.251739567,0.0
2772.99259305,-360.288612328,0.0
2752.33198054,-372.223606317,0.0
2732.15104846,-385.055570983,0.0
2712.29514623,-398.338680588,0.0
2694.82822566,-414.609731035,0.0
2673.96510540,-425.629384246,0.0
2653.71316157,-437.425620074,0.0
2633.26048847,-449.618196842,0.0
2614.84740603,-464.851328953,0.0
2596.13891034,-479.751998210,0.0
2576.82885799,-493.855925167,0.0
2556.88891262,-507.063786889,0.0
2536.43581143,-519.466082955,0.0
2515.34983613,-530.755113933,0.0
2494.02643107,-541.592950075,0.0
2471.51675163,-549.643146400,0.0
2450.69695114,-561.297200383,0.0
2430.28603822,-573.376181391,0.0
2408.50970978,-582.716883837,0.0
2390.51691254,-598.347135553,0.0
2370.25800996,-610.926654881,0.0
2351.78554600,-626.055747091,0.0
2331.31872273,-638.411943395,0.0
2309.93606896,-649.054444832,0.0
2289.84500232,-662.016184742,0.0
2269.57239429,-674.687438407,0.0
2249.59469079,-687.828580006,0.0
2229.47499982,-700.756164863,0.0
2209.22254881,-713.471036332,0.0
2188.78985134,-725.894632604,0.0
2166.99315658,-735.746048419,0.0
2146.20802508,-747.073165360,0.0
2123.03155965,-752.971586746,0.0
2099.76292857,-758.509236751,0.0
2076.56374546,-764.335401748,0.0
2058.00857498,-773.954273133,0.0
2041.24370359,-787.496492611,0.0
2017.61333251,-789.656853747,0.0
1995.24779633,-798.137822436,0.0
1973.53727599,-808.177722949,0.0
1950.35240052,-813.528254906,0.0
1927.31679472,-819.896461610,0.0
1907.33822730,-832.827285615,0.0
1884.46522541,-839.547977050,0.0
1861.14938143,-844.212119023,0.0
1839.32119613,-853.936832601,0.0
1817.26033861,-863.109099079,0.0
1794.71393177,-871.089038111,0.0
1772.02524371,-878.636418528,0.0
1749.18779548,-885.744286092,0.0
1726.39716388,-892.926047214,0.0
1703.53901931,-899.704193983,0.0
1681.88410802,-909.835865407,0.0
1662.16541931,-923.371080843,0.0
1641.64319354,-935.567651393,0.0
1620.93187461,-947.514488735,0.0
1602.35125135,-962.509532891,0.0
1588.21920988,-981.641687305,0.0
1580.43080358,-1004.16356369,0.0
1567.76708150,-1024.02004168,0.0
1549.03497335,-1038.86991955,0.0
1533.50517345,-1056.75738629,0.0
1513.99313602,-1069.96591564,0.0
1493.51431058,-1082.11247884,0.0
1472.33434390,-1092.62832055,0.0
1450.04907363,-1100.29922404,0.0
1430.14985342,-1113.48976984,0.0
1409.83409376,-1125.91733566,0.0
1386.61560108,-1130.06118227,0.0
1364.37212611,-1135.95654241,0.0
1341.05209280,-1138.68394408,0.0
1317.30701681,-1136.24696539,0.0
1293.40568081,-1135.31292379,0.0
1269.74106297,-1137.96137997,0.0
1245.92029716,-1139.82048225,0.0
1222.58922467,-1144.89663095,0.0
1199.12379055,-1149.35300153,0.0
1176.15619634,-1156.02824113,0.0
1153.75927902,-1164.08518668,0.0
1133.72336273,-1177.13938577,0.0
1113.78008730,-1190.32770601,0.0
1099.34797070,-1205.17606076,0.0
1075.73068680,-1204.77347226,0.0
1051.95085045,-1203.51907536,0.0
1028.36130392,-1202.95088546,0.0
1010.34746225,-1217.38501699,0.0
988.244282905,-1215.41497872,0.0
966.964376564,-1208.15706296,0.0
947.684577970,-1221.85223930,0.0
933.769213477,-1240.79704648,0.0
912.615201473,-1250.53847223,0.0
889.146175413,-1255.15336559,0.0
865.722809082,-1259.98635275,0.0
842.541324709,-1265.88183064,0.0
819.181633497,-1270.99460710,0.0
796.066785378,-1277.12414157,0.0
772.841025836,-1282.81163550,0.0
749.292007581,-1286.96399446,0.0
725.385577959,-1287.25505281,0.0
702.248407420,-1287.00684734,0.0
717.264946624,-1269.67817239,0.0
699.687467283,-1272.85297291,0.0
677.424709084,-1280.66165704,0.0
657.208730093,-1293.17044247,0.0
634.163632930,-1299.12525068,0.0
610.353464764,-1301.40388486,0.0
588.559551349,-1309.82024689,0.0
566.919888978,-1318.81359814,0.0
543.084832022,-1320.58909896,0.0
519.761013583,-1319.14603615,0.0
497.839721839,-1321.49001389,0.0
474.331865073,-1325.21843018,0.0
450.457976816,-1324.07024589,0.0
427.966052478,-1317.64466163,0.0
405.635398555,-1309.74377931,0.0
383.670782926,-1301.47444961,0.0
367.500333927,-1284.01111668,0.0
354.216102638,-1264.12243485,0.0
341.345361369,-1245.28519674,0.0
327.193955795,-1229.78481578,0.0
308.549569869,-1220.35033991,0.0
310.929571241,-1199.41167065,0.0
303.360939941,-1178.79308501,0.0
305.374212254,-1154.97872878,0.0
303.941460749,-1131.18564474,0.0
305.275057587,-1107.47195769,0.0
299.635494418,-1084.25777067,0.0
301.593250004,-1060.62583516,0.0
308.062314608,-1037.72013717,0.0
313.793685892,-1015.59764879,0.0
304.572537113,-993.538274819,0.0
301.652278861,-969.927988848,0.0
299.876581740,-946.096426759,0.0
295.315821309,-922.883477730,0.0
294.046619051,-899.310990583,0.0
282.189490075,-879.748607030,0.0
262.302342558,-868.270079271,0.0
256.597975063,-849.827926751,0.0
266.359222758,-828.008082219,0.0
274.821132394,-805.746816046,0.0
288.867871044,-786.440101020,0.0
310.550036523,-777.827396494,0.0
328.483939274,-762.292326220,0.0
343.689867743,-743.888546704,0.0
357.460221261,-724.783683715,0.0
375.262894869,-709.021529872,0.0
385.411752356,-687.545013181,0.0
394.424100782,-665.444990495,0.0
401.327783434,-642.938805361,0.0
406.959988944,-619.760785091,0.0
420.380489999,-600.641110440,0.0
428.976142291,-578.321085964,0.0
440.347750242,-557.277811797,0.0
453.269258913,-537.189206946,0.0
461.205320809,-516.483781110,0.0
476.434466579,-507.959197070,0.0
492.620580753,-492.982426445,0.0
493.720911931,-469.859182743,0.0
500.183807144,-446.849509687,0.0
501.989923040,-423.219944864,0.0
504.421296724,-400.691529127,0.0
494.538048020,-378.910517665,0.0
485.354409605,-356.831829753,0.0
475.772986526,-334.947759155,0.0
458.645821593,-318.495393294,0.0
445.995495055,-298.308440754,0.0
428.451655727,-282.093827207,0.0
412.401810869,-264.843581143,0.0
401.005378614,-243.820690945,0.0
381.819687578,-231.325445149,0.0
358.493214105,-226.215874502,0.0
335.555038132,-219.891125607,0.0
313.261125180,-211.430571297,0.0
291.769327691,-201.095241257,0.0
273.061377441,-186.559731272,0.0
255.395206617,-171.376479771,0.0
232.920740586,-165.768798806,0.0
211.000229857,-156.217961663,0.0
188.501071772,-148.170919150,0.0
165.194627509,-142.794480837,0.0
141.746345581,-138.138831311,0.0
118.975664255,-140.715622512,0.0
96.7508966375,-137.543467229,0.0
